NSAID RA DEC redshift mstars sfr sfr_err rvir log_sSFR color
517957 169.173619 22.024915 0.02087 8.58 0.00 1.00 0.12412 -11.34 red
518117 172.621832 23.635921 0.02419 9.10 0.21 0.00 0.14757 -9.77 blue
518193 171.153975 23.456456 0.02106 8.79 0.06 0.00 0.13300 -9.98 blue
518405 170.799933 24.565538 0.02614 10.48 0.29 0.00 0.28791 -11.02 red
660026 171.579512 18.836036 0.01903 8.61 1.52 0.00 0.12577 -8.43 blue
519386 171.389036 22.819030 0.02155 10.47 5.10 0.00 0.28613 -9.76 blue
519397 171.504859 22.867961 0.01888 8.78 0.54 0.00 0.13311 -9.05 blue
610991 172.752961 20.468907 0.02048 10.28 3.44 0.00 0.24622 -9.74 blue
520218 174.124205 19.832906 0.02184 8.95 0.00 1.00 0.14076 -11.60 red
520247 174.610867 20.365328 0.02584 9.46 0.11 0.00 0.16780 -10.42 blue
520540 173.432710 17.396259 0.01919 9.90 0.00 1.00 0.20126 -12.61 red
520787 173.424787 21.864574 0.02278 10.04 0.58 0.00 0.21377 -10.27 blue
520834 172.843899 22.901262 0.02456 8.81 0.19 0.00 0.13402 -9.54 blue
520961 174.412484 22.040671 0.02892 10.07 0.44 0.00 0.21723 -10.44 blue
662423 174.951506 23.532482 0.03057 10.63 0.92 0.00 0.34150 -10.66 red
521564 175.575517 19.837742 0.02131 9.60 0.36 0.00 0.17774 -10.05 blue
521632 176.133820 20.106612 0.02402 10.09 0.40 0.00 0.21957 -10.49 blue
521641 176.269746 19.682059 0.02123 9.90 0.01 1.00 0.20077 -11.73 red
521837 175.042814 20.793923 0.02960 9.20 0.25 0.00 0.15272 -9.80 blue
662437 174.968540 17.318085 0.02214 9.62 0.30 0.00 0.17894 -10.15 blue
522488 176.651994 19.809494 0.01805 8.57 0.02 1.00 0.12407 -10.38 blue
522495 176.388957 19.507916 0.01504 8.26 0.09 0.00 0.11218 -9.29 blue
522542 176.401489 18.830381 0.01518 8.63 0.01 1.00 0.12660 -10.60 red
522620 175.712442 20.442126 0.01905 9.67 0.41 0.00 0.18289 -10.07 blue
522647 175.891760 20.510587 0.02421 9.19 0.08 0.00 0.15271 -10.31 blue
523158 177.516272 21.782558 0.02686 9.61 0.00 1.00 0.17772 -12.36 red
523312 176.029091 22.433704 0.03102 8.95 0.27 0.00 0.13968 -9.51 blue
523346 176.533828 22.539457 0.02146 9.53 0.30 0.00 0.17247 -10.05 blue
523384 177.767771 22.516043 0.02609 9.22 0.01 1.00 0.15421 -11.48 red
523846 178.806618 21.220307 0.01883 8.54 0.19 0.00 0.12258 -9.25 blue
523996 178.417978 23.169148 0.02092 9.13 0.03 0.00 0.14945 -10.61 red
524404 178.548672 25.035410 0.02213 9.91 0.27 0.00 0.20146 -10.48 blue
527654 241.294291 14.943576 0.01619 8.87 0.04 0.00 0.13744 -10.32 blue
528321 242.834940 14.296881 0.03090 9.90 0.15 0.00 0.19955 -10.71 red
528354 242.945350 14.145745 0.03132 9.42 0.07 0.00 0.16525 -10.59 red
529464 245.614027 10.742536 0.03261 9.17 0.44 0.00 0.15067 -9.53 blue
531418 132.031239 11.154493 0.02900 9.63 0.19 0.00 0.17905 -10.36 blue
533997 148.880222 14.310162 0.02382 8.91 0.33 0.00 0.13850 -9.39 blue
534683 151.228114 14.456042 0.02333 9.01 0.10 0.00 0.14329 -10.01 blue
536441 157.630883 17.392634 0.03218 9.26 0.14 0.00 0.15540 -10.12 blue
536583 155.552553 17.859628 0.02625 10.47 0.01 1.00 0.28438 -12.42 red
536608 156.836194 18.530975 0.02663 10.38 0.07 0.00 0.26282 -11.50 red
537077 159.355639 18.067845 0.02075 9.96 1.85 0.00 0.20596 -9.69 blue
537703 180.511260 18.114249 0.02193 8.85 0.01 1.00 0.13578 -11.00 red
538012 182.636972 17.868306 0.02400 9.23 0.18 0.00 0.15446 -9.98 blue
538546 186.442643 16.635425 0.02578 9.23 0.29 0.00 0.15456 -9.76 blue
540411 197.647295 17.543542 0.02341 9.84 0.01 1.00 0.19508 -11.88 red
540748 201.693785 16.492333 0.02351 8.84 0.20 0.00 0.13536 -9.54 blue
694323 205.672769 15.607925 0.02593 9.50 0.65 0.00 0.17052 -9.69 blue
541898 180.694887 20.163232 0.02389 10.08 242739458590377.03 -99.00 0.21817 4.31 blue
542053 182.430013 18.930377 0.02457 9.61 0.03 0.00 0.17781 -11.17 red
627767 181.514928 20.608069 0.02438 11.07 8.01 0.00 0.77025 -10.16 blue
542221 181.313518 20.310696 0.02258 10.06 0.91 0.00 0.21644 -10.10 blue
544544 196.828594 18.594681 0.02253 9.28 0.00 1.00 0.15765 -12.00 red
546007 205.955516 19.497985 0.02638 9.75 0.00 1.00 0.18769 -12.28 red
546692 183.173507 23.478520 0.02235 9.08 1.27 0.00 0.14700 -8.98 blue
547797 191.393415 23.072891 0.02406 8.61 0.06 0.00 0.12528 -9.82 blue
549152 202.958715 22.403145 0.03186 8.90 0.20 0.00 0.13749 -9.60 blue
549578 181.867026 24.950536 0.02201 10.14 355040646327164.75 -99.00 0.22552 4.41 blue
550151 182.089980 25.190897 0.02002 9.55 0.00 1.00 0.17443 -12.99 red
550624 185.664056 24.330072 0.02282 10.01 0.95 0.00 0.21128 -10.03 blue
550777 186.400607 26.163320 0.03179 9.79 0.00 1.00 0.19004 -12.18 red
551280 189.731970 26.073094 0.02551 9.25 0.06 0.00 0.15581 -10.50 red
552816 202.920944 25.140465 0.02539 9.31 0.01 1.00 0.15913 -11.56 red
553120 205.460605 24.679793 0.02659 9.39 0.73 0.00 0.16340 -9.52 blue
553693 209.844098 15.182553 0.02208 9.93 1.81 0.00 0.20301 -9.67 blue
554466 212.864198 14.882567 0.02647 9.07 0.32 0.00 0.14604 -9.56 blue
554520 211.844513 15.077586 0.02585 11.00 0.85 0.00 0.67463 -11.07 red
554907 216.572473 15.686012 0.01981 9.40 0.47 0.00 0.16478 -9.73 blue
555698 222.463688 13.587010 0.02188 9.71 0.46 0.00 0.18531 -10.05 blue
556197 222.460542 13.393764 0.02908 9.23 0.00 1.00 0.15444 -11.67 red
556981 227.918524 13.488102 0.02172 8.98 19645729996628.86 -99.00 0.14225 4.31 blue
557916 206.460696 17.697892 0.02577 8.58 0.19 0.00 0.12365 -9.30 blue
558236 208.960632 17.912691 0.01728 8.57 0.08 0.00 0.12419 -9.67 blue
558671 209.418251 18.352671 0.02188 9.26 0.90 0.00 0.15658 -9.30 blue
558927 212.515498 17.405742 0.01615 10.02 0.04 0.00 0.21275 -11.38 red
559883 216.967425 17.474701 0.02876 8.99 0.11 0.00 0.14187 -9.96 blue
560574 218.669835 16.291078 0.03007 9.39 0.14 0.00 0.16316 -10.23 blue
560655 220.008738 17.349518 0.03087 9.39 0.54 0.00 0.16343 -9.66 blue
560668 220.081294 16.685120 0.02992 10.74 0.01 1.00 0.40916 -12.85 red
683016 221.152748 16.525592 0.02187 10.12 0.51 0.00 0.22382 -10.42 blue
561414 224.748980 16.393207 0.03174 10.43 3.50 0.00 0.27246 -9.88 blue
562157 231.378381 13.315203 0.02225 9.31 0.13 0.00 0.15904 -10.20 blue
562770 234.927717 13.986537 0.02822 9.46 0.91 0.00 0.16785 -9.50 blue
564020 213.991378 20.746885 0.01661 9.11 0.00 1.00 0.14895 -11.52 red
564658 217.154126 19.943039 0.01826 8.26 0.01 1.00 0.11176 -10.17 blue
565411 220.417976 19.364361 0.03061 8.80 0.35 0.00 0.13287 -9.26 blue
565810 221.118336 18.659250 0.03047 9.55 0.92 0.00 0.17323 -9.58 blue
565250 221.926107 18.502032 0.01991 10.84 1.62 0.00 0.49600 -10.63 red
566189 223.156066 18.309330 0.03268 9.06 0.18 0.00 0.14520 -9.81 blue
567176 230.732349 14.999103 0.02338 10.51 3.53 0.00 0.29811 -9.96 blue
569087 216.137780 21.263123 0.02299 8.74 0.61 0.00 0.13090 -8.95 blue
569157 215.376408 21.287366 0.02925 10.01 0.02 1.00 0.21062 -11.82 red
569209 215.319521 22.041559 0.01524 9.34 0.81 0.00 0.16166 -9.43 blue
569221 216.057074 22.796781 0.01819 9.40 0.67 0.00 0.16511 -9.58 blue
569415 219.368690 20.653511 0.02971 9.92 0.00 1.00 0.20143 -12.64 red
573123 166.025702 62.726151 0.01613 8.52 0.05 0.00 0.12212 -9.86 blue
573558 245.444344 51.157650 0.03181 9.05 0.11 0.00 0.14474 -9.99 blue
573721 162.652157 8.558474 0.02155 9.83 0.07 0.00 0.19509 -10.96 red
573830 163.059331 10.259494 0.02155 9.80 0.18 0.00 0.19222 -10.54 red
574212 188.926445 -0.214756 0.02336 10.15 2.49 0.00 0.22642 -9.75 blue
577085 149.178803 46.461139 0.01598 10.06 0.57 0.00 0.21755 -10.31 blue
578290 255.848477 37.632469 0.03199 10.48 0.46 0.00 0.28668 -10.81 red
626600 172.073840 2.653933 0.02293 10.96 5.10 0.00 0.61943 -10.25 blue
593900 204.084190 7.246575 0.02338 8.95 -2245146714531092.50 -99.00 0.14065 nan blue
594823 254.021314 34.049852 0.03192 10.42 0.74 0.00 0.27137 -10.55 red
599535 147.180734 9.207248 0.02955 8.34 -3640551333216643.00 -99.00 0.11391 nan blue
364356 173.145385 14.189224 0.01745 9.03 1.02 0.00 0.14478 -9.02 blue
694094 198.848336 12.895084 0.02553 10.21 2.52 0.00 0.23486 -9.81 blue
545696 205.943948 18.023620 0.02659 10.46 1.67 0.00 0.28108 -10.23 blue
631404 213.411287 7.660175 0.02429 11.04 2.39 0.00 0.73120 -10.66 red
602330 145.773946 48.419681 0.02538 9.94 -2558399596771382.50 -99.00 0.20426 nan blue
602725 181.835587 17.261568 0.02241 10.66 4.27 0.00 0.35924 -10.03 blue
539203 189.906264 16.588506 0.02603 10.00 0.96 0.00 0.21008 -10.02 blue
604462 225.368446 24.779746 0.03223 8.61 -4225212215650186.50 -99.00 0.12475 nan blue
604744 253.449271 41.232994 0.02827 9.80 1.38 0.00 0.19125 -9.66 blue
610749 175.762264 26.276769 0.03117 10.75 -4629654161916381.00 -99.00 0.41377 nan blue
610786 169.849419 25.009267 0.02657 9.95 -3038605070817869.00 -99.00 0.20525 nan blue
610938 167.332806 21.648230 0.03090 10.19 -3884143119691218.50 -99.00 0.23047 nan blue
611574 202.668162 32.960511 0.02444 10.12 2.65 0.00 0.22353 -9.70 blue
300272 194.201328 48.296977 0.02855 10.67 6.35 0.00 0.36638 -9.87 blue
613607 182.463537 58.833028 0.03135 8.77 0.16 0.00 0.13136 -9.56 blue
126 145.647914 -0.771731 0.02165 9.60 0.52 0.00 0.17772 -9.89 blue
648707 145.800261 0.414187 0.02525 10.53 2.77 0.00 0.30363 -10.09 blue
79 146.355792 -0.143387 0.03074 10.11 0.04 0.00 0.22152 -11.49 red
98 146.282996 0.064146 0.02158 9.08 0.01 0.00 0.14720 -11.21 red
648767 146.799156 0.702729 0.03053 9.75 3.07 0.00 0.18759 -9.26 blue
357 147.305537 0.217513 0.02000 9.02 0.16 0.00 0.14400 -9.81 blue
356 147.192919 0.271926 0.02016 9.63 1.24 0.00 0.17978 -9.54 blue
34 146.856764 -0.274097 0.02196 8.88 0.28 0.00 0.13711 -9.43 blue
141 145.669186 -0.421000 0.03036 8.89 0.30 0.00 0.13703 -9.41 blue
243 145.775130 0.320241 0.02492 8.55 0.37 0.00 0.12273 -8.98 blue
87 146.300913 0.035485 0.02176 9.59 0.79 0.00 0.17639 -9.69 blue
240 145.826591 0.373119 0.02156 9.51 0.33 0.00 0.17132 -9.99 blue
310 146.806842 0.665588 0.02008 10.36 0.57 0.00 0.26144 -10.61 red
85 146.323175 -0.029944 0.02171 8.99 0.11 0.00 0.14269 -9.96 blue
99 146.231868 0.068220 0.02161 10.63 0.23 0.00 0.34392 -11.26 red
580 147.513112 0.719012 0.03094 10.09 384557295698410.00 -99.00 0.21839 4.50 blue
599 147.740304 0.863167 0.02513 9.72 0.45 0.00 0.18574 -10.07 blue
307 146.591263 0.896683 0.02630 9.19 0.01 1.00 0.15247 -11.17 red
710 148.551665 0.805309 0.02884 9.63 0.27 0.00 0.17901 -10.20 blue
262 145.947811 0.465294 0.03038 10.22 0.49 0.00 0.23472 -10.53 red
259 145.928231 0.531137 0.03048 9.66 0.98 0.00 0.18043 -9.66 blue
673158 196.534876 30.208562 0.01617 9.44 0.14 0.00 0.16752 -10.28 blue
300 146.520317 0.871843 0.02681 10.60 0.30 0.00 0.33024 -11.13 red
623429 147.196313 1.053205 0.02727 10.27 0.64 0.00 0.24359 -10.47 blue
462 148.584805 -0.311624 0.02969 8.76 0.14 0.00 0.13129 -9.62 blue
314 146.611330 0.693017 0.02518 8.83 0.18 0.00 0.13462 -9.56 blue
303 146.530862 0.781909 0.02026 8.43 0.12 0.00 0.11821 -9.34 blue
339 146.931766 1.035216 0.02719 9.10 0.18 0.00 0.14738 -9.84 blue
436 148.879994 -0.467240 0.03221 10.20 0.17 0.00 0.23233 -10.96 red
595 147.725934 1.192675 0.02834 8.88 0.32 0.00 0.13656 -9.38 blue
639 147.897238 0.434684 0.02063 9.68 0.81 0.00 0.18298 -9.77 blue
434 148.979517 -0.190298 0.02095 9.86 0.12 0.00 0.19751 -10.77 red
401 149.090213 -0.251429 0.02140 9.69 0.36 0.00 0.18372 -10.13 blue
648862 147.999356 1.046740 0.02118 8.81 0.00 0.00 0.13397 -12.72 red
562 147.306311 1.177797 0.02502 9.99 0.84 0.00 0.20838 -10.06 blue
566 146.772935 0.701153 0.03039 8.88 0.56 0.00 0.13682 -9.14 blue
790 150.301074 -0.006608 0.03264 9.35 0.20 0.00 0.16046 -10.05 blue
659 148.335243 0.720654 0.02078 9.04 0.18 0.00 0.14500 -9.78 blue
560 147.245765 1.138552 0.02553 9.28 0.15 0.00 0.15760 -10.12 blue
600 147.835602 0.899717 0.02049 8.63 0.10 0.00 0.12643 -9.61 blue
713 148.440521 0.786794 0.02051 8.67 0.15 0.00 0.12814 -9.50 blue
563 147.201698 0.920496 0.02855 9.24 0.27 0.00 0.15462 -9.80 blue
630 147.951601 0.605213 0.03108 9.45 0.07 0.00 0.16704 -10.59 red
673 148.047767 1.095441 0.02021 10.48 1.25 0.00 0.28926 -10.38 blue
647 148.188112 0.751636 0.02617 8.72 0.40 0.00 0.12989 -9.12 blue
909 148.866800 -1.091724 0.03175 9.15 0.39 0.00 0.14978 -9.56 blue
564 147.335306 1.153860 0.02747 9.02 0.47 0.00 0.14345 -9.35 blue
628 147.931309 0.952178 0.02720 8.94 0.21 0.00 0.13972 -9.62 blue
1318 150.717006 0.068737 0.03246 10.15 0.24 0.00 0.22528 -10.77 red
795 150.319227 -0.030692 0.03271 8.96 0.61 0.00 0.14013 -9.17 blue
834 149.289348 -1.140038 0.03273 9.70 0.01 1.00 0.18332 -11.67 red
820 150.231742 0.086485 0.03275 10.22 0.69 0.00 0.23513 -10.38 blue
1156 150.502647 0.330759 0.03241 9.69 0.25 0.00 0.18252 -10.29 blue
671 148.443673 0.494276 0.02076 9.40 0.53 0.00 0.16463 -9.67 blue
858 149.917429 0.044174 0.01709 8.73 0.01 0.00 0.13076 -10.67 red
961 148.846633 0.878934 0.01657 9.08 0.12 0.00 0.14745 -9.99 blue
1040 149.549304 1.029813 0.02801 9.66 0.09 0.00 0.18069 -10.71 red
1159 150.318816 0.120872 0.03219 9.96 0.27 0.00 0.20555 -10.53 red
1087 149.994082 0.480396 0.03266 9.31 0.52 0.00 0.15824 -9.59 blue
1195 151.446288 -1.180580 0.03226 9.29 0.05 1.00 0.15748 -10.62 red
1105 150.132066 0.548986 0.03252 10.65 0.38 0.00 0.35140 -11.07 red
1149 150.140453 0.856054 0.03257 9.28 0.80 0.00 0.15701 -9.38 blue
1144 150.035003 0.984816 0.03182 9.75 1.68 0.00 0.18761 -9.53 blue
1429 151.483740 0.617192 0.02170 9.38 0.25 0.00 0.16352 -9.98 blue
1140 149.982087 1.110646 0.03252 9.42 0.84 0.00 0.16461 -9.49 blue
649928 150.298390 0.225672 0.03264 10.97 2.92 0.00 0.63335 -10.51 red
1808 153.469131 0.550985 0.02065 10.03 1.21 0.00 0.21354 -9.95 blue
1421 151.079046 0.120423 0.02187 9.67 0.16 0.00 0.18226 -10.47 blue
1425 151.382908 0.611007 0.02049 9.90 0.34 0.00 0.20090 -10.37 blue
1430 151.307440 0.474971 0.03272 10.10 0.45 0.00 0.21947 -10.44 blue
934 148.823923 -1.245129 0.02067 8.83 0.01 0.00 0.13515 -10.92 red
1713 152.149733 -0.676795 0.02121 8.64 0.07 1.00 0.12678 -9.78 blue
1392 151.109119 0.601772 0.02116 9.08 0.01 0.00 0.14680 -11.33 red
1201 151.809591 0.055766 0.02166 8.46 0.11 0.00 0.11920 -9.42 blue
1256 151.220774 -0.058314 0.02148 9.94 0.21 0.00 0.20443 -10.62 red
1480 151.536209 0.688361 0.02120 8.93 19705766560217.70 -99.00 0.13979 4.36 blue
2092 153.759706 0.968256 0.02120 8.73 0.16 0.00 0.13044 -9.52 blue
1432 151.461118 0.631810 0.02126 10.64 0.16 0.00 0.34877 -11.44 red
1423 151.350372 0.543867 0.02133 10.58 1.01 0.00 0.32165 -10.57 red
2236 155.471691 0.295361 0.02148 10.25 0.10 1.00 0.24130 -11.26 red
1479 151.480562 0.652202 0.02106 9.05 26741727449624.77 -99.00 0.14561 4.38 blue
1654 152.492511 -1.181877 0.03176 9.62 0.23 0.00 0.17789 -10.26 blue
1521 152.085862 0.250600 0.03141 9.76 0.97 0.00 0.18818 -9.78 blue
1509 152.003435 0.356482 0.03155 8.95 0.88 0.00 0.13991 -9.01 blue
1248 151.541490 -0.666994 0.02123 9.05 0.18 0.00 0.14539 -9.79 blue
2652 158.386703 -0.686026 0.03176 9.01 0.68 0.00 0.14275 -9.18 blue
1403 150.931111 0.704654 0.03229 9.86 0.17 0.00 0.19580 -10.62 red
