x y z rvir redshift log_sSFR color
0.09020 -0.05949 0.76972 0.00112 0.02584 -10.42 blue
0.07903 -0.07290 0.56431 0.00134 0.01919 -12.61 red
0.09157 -0.03376 0.67674 0.00143 0.02278 -10.27 blue
0.10495 -0.02269 0.73038 0.00089 0.02456 -9.54 blue
0.06435 -0.05525 0.63334 0.00118 0.02131 -10.05 blue
0.06599 -0.05932 0.71620 0.00146 0.02402 -10.49 blue
0.05694 -0.05706 0.63134 0.00134 0.02123 -11.73 red
0.07457 -0.08613 0.65443 0.00119 0.02214 -10.15 blue
0.05593 -0.04337 0.56579 0.00122 0.01905 -10.07 blue
0.06919 -0.05455 0.72197 0.00102 0.02421 -10.31 blue
0.05507 -0.04355 0.80574 0.00118 0.02686 -12.36 red
0.05373 -0.02580 0.64067 0.00115 0.02146 -10.05 blue
0.05001 -0.03233 0.78294 0.00103 0.02609 -11.48 blue
0.02671 -0.03617 0.56174 0.00082 0.01883 -9.25 blue
0.03321 -0.01885 0.62578 0.00100 0.02092 -10.61 blue
0.03330 0.00162 0.66325 0.00134 0.02213 -10.48 blue
0.37602 -0.08516 0.60282 0.00092 0.02382 -9.39 blue
0.34431 -0.08782 0.60393 0.00096 0.02333 -10.01 blue
0.33164 -0.06475 0.71416 0.00190 0.02625 -12.42 red
0.31981 -0.05958 0.73258 0.00175 0.02663 -11.50 red
0.22492 -0.05554 0.57698 0.00137 0.02075 -9.69 blue
0.01320 -0.07799 0.65295 0.00091 0.02193 -11.00 blue
-0.01097 -0.08861 0.71560 0.00103 0.02400 -9.98 blue
-0.06116 -0.11080 0.76511 0.00103 0.02578 -9.76 blue
-0.18394 -0.07953 0.67390 0.00130 0.02341 -11.88 red
-0.23124 -0.08643 0.66150 0.00090 0.02351 -9.54 blue
-0.30505 -0.09910 0.71121 0.00114 0.02593 -9.69 blue
0.01207 -0.05958 0.71503 0.00145 0.02389 4.31 blue
-0.00864 -0.07715 0.73432 0.00119 0.02457 -11.17 blue
0.00247 -0.05520 0.73049 0.00514 0.02438 -10.16 blue
0.00452 -0.05456 0.67539 0.00144 0.02258 -10.10 blue
-0.16699 -0.06525 0.65180 0.00105 0.02253 -12.00 red
-0.30719 -0.04735 0.73056 0.00125 0.02638 -12.28 red
-0.01558 -0.01689 0.67012 0.00098 0.02235 -8.98 blue
-0.11175 -0.01944 0.71401 0.00084 0.02406 -9.82 blue
-0.00152 0.00025 0.66038 0.00150 0.02201 4.41 blue
-0.00349 0.00274 0.59969 0.00116 0.02002 -12.99 red
-0.04292 -0.00654 0.68374 0.00141 0.02282 -10.03 blue
-0.09605 0.01815 0.76109 0.00104 0.02551 -10.50 blue
-0.25001 0.02254 0.72129 0.00106 0.02539 -11.56 red
-0.29281 0.02245 0.74465 0.00109 0.02659 -9.52 blue
-0.30130 -0.08032 0.58433 0.00135 0.02208 -9.67 blue
-0.39825 -0.09222 0.68393 0.00097 0.02647 -9.56 blue
-0.37691 -0.09033 0.67436 0.00450 0.02585 -11.07 blue
-0.32634 -0.05211 0.49258 0.00110 0.01981 -9.73 blue
-0.41638 -0.06391 0.50332 0.00124 0.02188 -10.05 blue
-0.45723 -0.04703 0.46171 0.00095 0.02172 4.31 blue
-0.30912 -0.06902 0.70770 0.00082 0.02577 -9.30 blue
-0.28956 -0.04509 0.58732 0.00104 0.02188 -9.30 blue
-0.39953 -0.03554 0.51925 0.00149 0.02187 -10.42 blue
-0.49526 -0.03785 0.44628 0.00106 0.02225 -10.20 blue
-0.36509 -0.01044 0.47148 0.00331 0.01991 -10.63 blue
-0.51183 -0.02272 0.47990 0.00199 0.02338 -9.96 blue
-0.36351 0.00332 0.58662 0.00087 0.02299 -8.95 blue
0.20880 -0.16738 0.58828 0.00130 0.02155 -10.96 blue
0.20349 -0.14957 0.59486 0.00128 0.02155 -10.54 blue
-0.08796 -0.29567 0.62987 0.00151 0.02336 -9.75 blue
0.11524 -0.25685 0.62821 0.00413 0.02293 -10.25 blue
-0.26503 -0.19121 0.62151 0.00094 0.02338 nan blue
-0.22040 -0.14609 0.72080 0.00157 0.02553 -9.81 blue
-0.31232 -0.06800 0.73393 0.00187 0.02659 -10.23 blue
-0.38007 -0.17124 0.59928 0.00487 0.02429 -10.66 blue
0.29735 0.34488 0.61249 0.00136 0.02538 nan blue
-0.00128 -0.08974 0.66654 0.00239 0.02241 -10.03 blue
-0.10686 -0.11039 0.76797 0.00140 0.02603 -10.02 blue
0.14908 0.00765 0.78558 0.00137 0.02657 nan blue
-0.22035 0.11980 0.69046 0.00149 0.02444 -9.70 blue
0.38233 -0.22914 0.47223 0.00118 0.02165 -9.89 blue
0.44544 -0.25419 0.55990 0.00202 0.02525 -10.09 blue
0.37525 -0.22159 0.47845 0.00098 0.02158 -11.21 blue
0.33859 -0.20624 0.44911 0.00096 0.02000 -9.81 blue
0.34236 -0.20714 0.45245 0.00120 0.02016 -9.54 blue
0.37665 -0.23073 0.48892 0.00091 0.02196 -9.43 blue
0.43985 -0.25188 0.55185 0.00082 0.02492 -8.98 blue
0.37823 -0.22379 0.48244 0.00118 0.02176 -9.69 blue
0.37914 -0.21699 0.47683 0.00114 0.02156 -9.99 blue
0.34419 -0.20151 0.45011 0.00174 0.02008 -10.61 blue
0.37715 -0.22402 0.48115 0.00095 0.02171 -9.96 blue
0.37622 -0.22170 0.47881 0.00229 0.02161 -11.26 blue
0.42231 -0.25376 0.57296 0.00124 0.02513 -10.07 blue
0.45546 -0.26162 0.59224 0.00102 0.02630 -11.17 blue
0.46519 -0.26681 0.60316 0.00220 0.02681 -11.13 blue
0.46538 -0.27145 0.61983 0.00162 0.02727 -10.47 blue
0.43550 -0.25278 0.56557 0.00090 0.02518 -9.56 blue
0.34973 -0.20153 0.45324 0.00079 0.02026 -9.34 blue
0.46719 -0.27002 0.61604 0.00098 0.02719 -9.84 blue
0.34419 -0.21226 0.46779 0.00122 0.02063 -9.77 blue
0.33960 -0.22450 0.47804 0.00132 0.02095 -10.77 blue
0.34596 -0.23030 0.48879 0.00122 0.02140 -10.13 blue
0.35241 -0.21203 0.48367 0.00089 0.02118 -12.72 red
0.42512 -0.24753 0.56922 0.00139 0.02502 -10.06 blue
0.34274 -0.21211 0.47492 0.00097 0.02078 -9.78 blue
0.43456 -0.25292 0.58033 0.00105 0.02553 -10.12 blue
0.34233 -0.20610 0.46629 0.00084 0.02049 -9.61 blue
0.33725 -0.20890 0.46947 0.00085 0.02051 -9.50 blue
0.33572 -0.20189 0.46182 0.00193 0.02021 -10.38 blue
0.43495 -0.26727 0.59952 0.00087 0.02617 -9.12 blue
0.46722 -0.27265 0.62612 0.00096 0.02747 -9.35 blue
0.45546 -0.27453 0.62293 0.00093 0.02720 -9.62 blue
0.34142 -0.21440 0.47400 0.00110 0.02076 -9.67 blue
0.32777 -0.23066 0.51288 0.00109 0.02170 -9.98 blue
0.29291 -0.22435 0.49680 0.00142 0.02065 -9.95 blue
0.33441 -0.23668 0.51248 0.00122 0.02187 -10.47 blue
0.31017 -0.21744 0.48335 0.00134 0.02049 -10.37 blue
0.33640 -0.23141 0.46592 0.00090 0.02067 -10.92 blue
0.31382 -0.23993 0.49837 0.00085 0.02121 -9.78 blue
0.32297 -0.22403 0.49780 0.00098 0.02116 -11.33 blue
0.32399 -0.23680 0.51096 0.00079 0.02166 -9.42 blue
0.32688 -0.23449 0.50294 0.00136 0.02148 -10.62 blue
0.31949 -0.22459 0.50131 0.00093 0.02120 4.36 blue
0.29797 -0.22685 0.51353 0.00087 0.02120 -9.52 blue
0.32113 -0.22563 0.50211 0.00233 0.02126 -11.44 blue
0.32337 -0.22708 0.50295 0.00214 0.02133 -10.57 blue
0.28491 -0.24051 0.52532 0.00161 0.02148 -11.26 blue
0.31792 -0.22334 0.49756 0.00097 0.02106 4.38 blue
0.31998 -0.23864 0.49584 0.00097 0.02123 -9.79 blue
0.33077 -0.23325 0.50940 0.00127 0.02169 -11.79 red
0.28282 -0.23158 0.50714 0.00122 0.02086 -10.55 blue
0.29094 -0.23511 0.51108 0.00097 0.02113 -9.58 blue
0.28485 -0.23689 0.48068 0.00098 0.02026 -9.93 blue
0.24369 -0.25454 0.56507 0.00130 0.02220 -10.71 blue
0.28410 -0.23581 0.53438 0.00085 0.02166 -9.10 blue
0.27410 -0.24473 0.53791 0.00086 0.02172 -9.07 blue
0.30335 -0.26448 0.57331 0.00091 0.02333 -10.47 blue
0.28093 -0.23602 0.53769 0.00188 0.02170 -12.78 red
0.26099 -0.23926 0.48408 0.00105 0.02002 -10.49 blue
0.27662 -0.30713 0.67500 0.00172 0.02630 -10.06 blue
0.27613 -0.23877 0.54024 0.00093 0.02174 -9.47 blue
0.30713 -0.23954 0.49865 0.00087 0.02111 -10.32 blue
0.29550 -0.24723 0.56102 0.00079 0.02268 -9.27 blue
0.27829 -0.24007 0.55054 0.00150 0.02206 -10.90 blue
0.28038 -0.24063 0.51796 0.00095 0.02122 -9.66 blue
0.29292 -0.25028 0.56369 0.00100 0.02275 -9.54 blue
0.21889 -0.21154 0.47834 0.00087 0.01894 -9.61 blue
0.27868 -0.24331 0.55812 0.00099 0.02232 -10.93 blue
0.29015 -0.24860 0.55965 0.00092 0.02258 -9.30 blue
0.20939 -0.22261 0.47303 0.00112 0.01882 -9.60 blue
0.27696 -0.23918 0.53507 0.00157 0.02161 -9.62 blue
0.24305 -0.24928 0.53401 0.00090 0.02126 -9.70 blue
0.28269 -0.30845 0.63655 0.00093 0.02533 -9.43 blue
0.27811 -0.24925 0.56284 0.00124 0.02251 -9.86 blue
0.28424 -0.32394 0.66644 0.00087 0.02637 -9.56 blue
0.21072 -0.22305 0.47451 0.00119 0.01888 -10.30 blue
0.28504 -0.31936 0.65817 0.00087 0.02609 -9.64 blue
0.20283 -0.22983 0.48067 0.00087 0.01905 -11.50 blue
0.28267 -0.31933 0.65752 0.00101 0.02605 -9.78 blue
0.27473 -0.23754 0.53809 0.00147 0.02165 -9.91 blue
0.18780 -0.30148 0.65741 0.00173 0.02486 -11.85 red
0.27301 -0.23686 0.54178 0.00109 0.02171 -10.02 blue
0.21507 -0.22324 0.47986 0.00101 0.01908 -9.45 blue
0.30400 -0.32966 0.68523 0.00143 0.02719 -10.38 blue
0.27665 -0.29307 0.59637 0.00117 0.02396 -9.62 blue
0.17727 -0.30834 0.65795 0.00178 0.02488 -12.47 red
0.15895 -0.30731 0.68073 0.00147 0.02539 -9.66 blue
0.26282 -0.32483 0.66668 0.00125 0.02615 -9.80 blue
0.27545 -0.31200 0.67188 0.00088 0.02626 -10.86 blue
0.26209 -0.31368 0.66721 0.00081 0.02601 -9.42 blue
0.14654 -0.32058 0.71086 0.00147 0.02636 -9.72 blue
0.10565 -0.24327 0.49901 0.00082 0.01888 -9.52 blue
0.27020 -0.30753 0.67329 0.00115 0.02619 -9.74 blue
0.27386 -0.23906 0.53261 0.00164 0.02150 -10.19 blue
0.09387 -0.34691 0.73304 0.00099 0.02711 -9.53 blue
0.26140 -0.32006 0.66557 0.00127 0.02604 -9.81 blue
0.23915 -0.31526 0.67810 0.00114 0.02609 -9.72 blue
0.18980 -0.26664 0.55304 0.00154 0.02143 -10.21 blue
0.28247 -0.32732 0.67234 0.00111 0.02656 -9.61 blue
0.20568 -0.26371 0.55115 0.00090 0.02150 -9.71 blue
0.26182 -0.32121 0.66772 0.00122 0.02612 -10.24 blue
0.18132 -0.30069 0.66643 0.00143 0.02505 -10.25 blue
0.17735 -0.34869 0.71549 0.00172 0.02708 -13.45 red
0.28225 -0.32575 0.66486 0.00110 0.02633 -9.58 blue
0.15009 -0.31469 0.65016 0.00387 0.02455 -10.36 blue
0.16038 -0.23880 0.50953 0.00096 0.01954 -9.89 blue
0.23080 -0.30925 0.67865 0.00140 0.02595 -12.63 red
0.14990 -0.31140 0.66534 0.00123 0.02494 -10.44 blue
0.14696 -0.29949 0.65622 0.00159 0.02449 -10.95 blue
0.19039 -0.30618 0.66226 0.00101 0.02508 -9.35 blue
0.23383 -0.31036 0.68194 0.00104 0.02608 -9.57 blue
0.18363 -0.29834 0.66975 0.00123 0.02514 -9.60 blue
0.27274 -0.29839 0.67685 0.00086 0.02620 -8.62 blue
0.18927 -0.26972 0.55344 0.00092 0.02148 -9.72 blue
0.18408 -0.32353 0.65826 0.00095 0.02515 -9.94 blue
0.14128 -0.31366 0.64922 0.00180 0.02445 -10.67 blue
0.14273 -0.28905 0.63537 0.00099 0.02372 -10.55 blue
0.11964 -0.23663 0.51123 0.00111 0.01924 -9.86 blue
0.18999 -0.35466 0.73422 0.00091 0.02779 -10.04 blue
0.16468 -0.22973 0.49327 0.00072 0.01899 -9.09 blue
0.01779 -0.25795 0.56253 0.00165 0.02066 -10.72 blue
0.18097 -0.34741 0.72113 0.00137 0.02725 -10.12 blue
0.19816 -0.30705 0.68341 0.00094 0.02576 -9.79 blue
0.06089 -0.26183 0.54217 0.00093 0.02020 -10.11 blue
0.18698 -0.34863 0.73416 0.00085 0.02768 -9.21 blue
0.09597 -0.23630 0.53456 0.00088 0.01978 -10.28 blue
0.13940 -0.23011 0.49932 0.00106 0.01895 -9.63 blue
0.15821 -0.24584 0.51109 0.00141 0.01966 -11.64 red
0.05766 -0.34903 0.72514 0.00113 0.02680 -9.98 blue
0.11567 -0.31078 0.70066 0.00125 0.02577 -9.72 blue
0.19125 -0.30584 0.67034 0.00154 0.02531 -9.88 blue
0.06841 -0.25345 0.52492 0.00176 0.01960 -11.11 blue
0.15180 -0.31615 0.67711 0.00105 0.02536 -9.36 blue
0.17047 -0.32522 0.68257 0.00102 0.02576 -9.35 blue
0.17277 -0.26006 0.55397 0.00119 0.02121 -11.83 red
0.01724 -0.26893 0.56481 0.00090 0.02088 -9.76 blue
0.01811 -0.26555 0.55442 0.00120 0.02052 -11.06 blue
0.15359 -0.33267 0.67571 0.00118 0.02556 -10.15 blue
0.15740 -0.29820 0.67158 0.00093 0.02499 -9.91 blue
-0.06262 -0.29432 0.63193 0.00083 0.02331 -10.54 blue
0.14111 -0.33090 0.68031 0.00214 0.02559 -12.79 red
0.14984 -0.30550 0.66995 0.00092 0.02499 -9.82 blue
0.14545 -0.29591 0.65280 0.00196 0.02434 -10.10 blue
0.18369 -0.33712 0.72923 0.00114 0.02736 -10.60 blue
0.01664 -0.27742 0.56429 0.00084 0.02098 -9.56 blue
0.14940 -0.30764 0.66723 0.00162 0.02494 -9.99 blue
0.19021 -0.30074 0.66666 0.00095 0.02513 -9.36 blue
0.13876 -0.33455 0.69279 0.00097 0.02598 -9.86 blue
0.08634 -0.23829 0.52640 0.00101 0.01951 -9.38 blue
0.13635 -0.32469 0.67436 0.00537 0.02530 -11.28 blue
0.04035 -0.24646 0.52049 0.00096 0.01928 -9.82 blue
0.13922 -0.27383 0.61968 0.00111 0.02304 -9.53 blue
0.13529 -0.28565 0.62690 0.00113 0.02338 -9.96 blue
-0.05605 -0.32864 0.69202 0.00133 0.02554 -9.65 blue
0.10332 -0.23415 0.53421 0.00095 0.01978 -9.51 blue
0.10774 -0.34685 0.72060 0.00099 0.02680 -9.79 blue
0.14988 -0.30572 0.66766 0.00093 0.02493 -9.45 blue
0.14593 -0.31732 0.70553 0.00164 0.02616 -9.58 blue
0.13591 -0.30247 0.63254 0.00092 0.02378 -9.43 blue
0.17142 -0.32431 0.68646 0.00165 0.02587 -10.25 blue
0.09098 -0.24156 0.53180 0.00082 0.01974 -9.47 blue
0.13745 -0.29006 0.64162 0.00103 0.02388 -10.26 blue
0.13760 -0.32912 0.67732 0.00092 0.02545 -9.66 blue
0.15660 -0.31042 0.67984 0.00085 0.02539 -9.26 blue
-0.07156 -0.27965 0.62283 0.00105 0.02287 -10.43 blue
0.12694 -0.32121 0.68919 0.00123 0.02563 -9.96 blue
0.15739 -0.30517 0.66964 0.00131 0.02503 -9.32 blue
0.04660 -0.26730 0.54764 0.00243 0.02040 -10.59 blue
0.15121 -0.31877 0.65596 0.00134 0.02478 -12.26 red
-0.03047 -0.27422 0.57043 0.00087 0.02114 -11.43 blue
0.14206 -0.26931 0.61498 0.00099 0.02286 -9.97 blue
0.15719 -0.30888 0.66963 0.00085 0.02508 -9.38 blue
-0.08227 -0.27986 0.61239 0.00105 0.02260 -9.65 blue
0.09965 -0.28783 0.59862 0.00089 0.02238 -9.99 blue
0.15555 -0.30671 0.66532 0.00134 0.02491 -9.69 blue
-0.00303 -0.24171 0.53704 0.00118 0.01967 -9.73 blue
0.14092 -0.27728 0.62377 0.00087 0.02321 -9.48 blue
0.09945 -0.24063 0.53704 0.00095 0.01993 -9.91 blue
-0.06990 -0.26844 0.59408 0.00101 0.02186 -11.39 blue
0.09827 -0.23979 0.53760 0.00077 0.01992 -10.08 blue
0.14677 -0.29825 0.65565 0.00127 0.02446 -10.31 blue
0.11627 -0.30729 0.68837 0.00128 0.02536 -11.11 blue
0.07009 -0.24493 0.52979 0.00107 0.01963 -9.74 blue
0.09575 -0.33448 0.73043 0.00128 0.02687 -10.40 blue
0.15163 -0.31561 0.67635 0.00123 0.02533 -9.73 blue
0.12520 -0.33441 0.69781 0.00100 0.02605 -10.63 blue
-0.02343 -0.26819 0.56406 0.00109 0.02085 -10.30 blue
-0.00732 -0.30561 0.69214 0.00095 0.02516 -9.96 blue
0.13573 -0.31889 0.67590 0.00112 0.02526 -9.75 blue
0.14117 -0.33722 0.70216 0.00141 0.02630 -10.35 blue
0.08842 -0.28378 0.59682 0.00076 0.02222 -9.54 blue
0.08043 -0.24864 0.51687 0.00114 0.01934 -9.99 blue
0.11869 -0.33933 0.69935 0.00198 0.02613 -11.08 blue
0.13679 -0.30433 0.64548 0.00084 0.02418 -9.16 blue
-0.09496 -0.28230 0.61649 0.00156 0.02281 -12.99 red
-0.01116 -0.24826 0.55873 0.00297 0.02041 -12.41 red
0.04560 -0.24056 0.51813 0.00084 0.01914 -9.51 blue
-0.00976 -0.24483 0.55247 0.00124 0.02017 -10.17 blue
0.04841 -0.33701 0.71729 0.00105 0.02638 -9.64 blue
-0.02473 -0.26165 0.57340 0.00203 0.02104 -10.35 blue
-0.06036 -0.32081 0.73037 0.00147 0.02658 -9.90 blue
0.01324 -0.26836 0.55025 0.00183 0.02044 -10.78 blue
0.07668 -0.28084 0.59294 0.00098 0.02202 -9.15 blue
0.01465 -0.26806 0.55829 0.00197 0.02067 -10.59 blue
-0.05305 -0.29301 0.65922 0.00106 0.02408 -9.56 blue
0.04632 -0.30405 0.68443 0.00095 0.02496 -9.43 blue
0.02141 -0.27482 0.57735 0.00236 0.02134 -10.26 blue
0.14001 -0.31805 0.69842 0.00124 0.02593 -9.88 blue
0.07669 -0.27181 0.55426 0.00197 0.02076 -10.03 blue
0.07593 -0.24898 0.52327 0.00086 0.01952 -11.61 red
0.09267 -0.35534 0.74871 0.00121 0.02768 -9.97 blue
-0.07530 -0.28157 0.63348 0.00115 0.02322 -11.75 red
-0.00774 -0.23968 0.53830 0.00155 0.01968 -10.39 blue
-0.07129 -0.27997 0.62652 0.00120 0.02298 -10.09 blue
-0.08717 -0.29289 0.62370 0.00114 0.02313 -9.72 blue
0.01963 -0.26619 0.54372 0.00120 0.02022 -9.75 blue
-0.09834 -0.28460 0.61587 0.00145 0.02284 -12.93 red
-0.10379 -0.32405 0.68438 0.00087 0.02541 -9.89 blue
0.00828 -0.26130 0.55365 0.00091 0.02043 -9.86 blue
0.08814 -0.23618 0.52797 0.00273 0.01954 -9.74 blue
0.02184 -0.31918 0.70238 0.00180 0.02566 -10.57 blue
-0.07320 -0.28373 0.62803 0.00295 0.02308 -10.27 blue
0.00889 -0.24128 0.54966 0.00167 0.02004 -11.82 red
0.02296 -0.27632 0.57861 0.00106 0.02140 -9.89 blue
0.01568 -0.25988 0.56204 0.00152 0.02067 -11.14 blue
0.00652 -0.26336 0.55063 0.00116 0.02037 -9.81 blue
-0.11612 -0.30052 0.62626 0.00103 0.02345 -9.81 blue
-0.09908 -0.29205 0.63661 0.00110 0.02355 -12.10 red
-0.03552 -0.26697 0.59134 0.00155 0.02167 -11.13 blue
-0.11343 0.09936 0.69884 0.00069 0.02380 nan blue
-0.00357 -0.31197 0.64255 0.00101 0.02378 -9.69 blue
-0.01326 -0.25195 0.56751 0.00108 0.02072 -11.27 blue
-0.10883 -0.31049 0.63317 0.00126 0.02375 -11.46 blue
0.01977 -0.28056 0.58880 0.00146 0.02176 -10.11 blue
-0.22542 -0.25401 0.53872 0.00135 0.02124 -10.19 blue
-0.01750 -0.25709 0.58467 0.00086 0.02131 -9.64 blue
-0.36910 -0.26244 0.59379 0.00102 0.02484 -9.45 blue
-0.00066 -0.26392 0.56730 0.00087 0.02087 -9.42 blue
-0.04081 -0.28607 0.58172 0.00114 0.02166 -9.71 blue
0.00383 -0.27329 0.58900 0.00094 0.02165 -9.83 blue
0.00549 -0.25642 0.58377 0.00127 0.02127 -10.29 blue
-0.02139 -0.25511 0.56804 0.00148 0.02079 -10.55 blue
-0.00669 -0.25172 0.54926 0.00095 0.02017 -9.83 blue
-0.01799 -0.26576 0.56925 0.00119 0.02097 -10.73 blue
-0.00147 -0.26991 0.57653 0.00122 0.02123 -9.95 blue
-0.00138 -0.28435 0.60138 0.00096 0.02217 -9.63 blue
-0.01065 -0.26448 0.59782 0.00097 0.02180 -9.73 blue
-0.00784 -0.26394 0.58534 0.00115 0.02141 -10.45 blue
0.04630 -0.26037 0.53300 0.00134 0.01987 -10.03 blue
-0.00656 -0.23962 0.52834 0.00151 0.01938 -10.45 blue
-0.01576 -0.25444 0.55780 0.00098 0.02047 -9.60 blue
-0.11511 -0.29489 0.61273 0.00119 0.02297 -9.68 blue
-0.28539 -0.26854 0.56278 0.00098 0.02285 -9.41 blue
-0.06970 -0.29212 0.62688 0.00089 0.02315 -9.88 blue
-0.08633 -0.28559 0.60668 0.00105 0.02253 -10.98 blue
-0.03536 -0.25620 0.58334 0.00094 0.02128 -9.28 blue
-0.02670 -0.27271 0.56817 0.00078 0.02104 -9.72 blue
0.01476 -0.27208 0.56229 0.00098 0.02085 -10.12 blue
-0.01143 -0.25068 0.56376 0.00103 0.02059 -10.12 blue
-0.00583 -0.24829 0.54593 0.00088 0.02002 -9.97 blue
-0.01221 -0.25332 0.55456 0.00106 0.02035 -9.86 blue
-0.10008 -0.29043 0.63833 0.00166 0.02359 -10.54 blue
-0.32718 -0.25895 0.57942 0.00094 0.02377 -10.27 blue
0.01289 -0.25346 0.52935 0.00100 0.01960 -10.20 blue
-0.02718 -0.28076 0.57533 0.00088 0.02137 -9.31 blue
0.02646 -0.25462 0.56051 0.00086 0.02056 -9.59 blue
-0.05498 -0.31408 0.70570 0.00104 0.02574 -9.72 blue
0.03829 -0.24489 0.51794 0.00084 0.01918 -9.85 blue
-0.06766 -0.26396 0.58019 0.00117 0.02138 -9.92 blue
-0.03237 -0.26866 0.57836 0.00097 0.02130 -9.75 blue
-0.01557 -0.25827 0.57914 0.00087 0.02116 -9.70 blue
-0.05799 -0.32763 0.68307 0.00144 0.02527 -10.48 blue
-0.07286 -0.27704 0.60864 0.00098 0.02242 4.24 blue
-0.03073 -0.27464 0.56701 0.00116 0.02104 -11.15 blue
-0.03035 -0.27587 0.56971 0.00120 0.02114 -9.86 blue
-0.01053 -0.25770 0.57066 0.00111 0.02089 -10.19 blue
-0.02796 -0.24929 0.51125 0.00183 0.01903 -9.81 blue
-0.13497 -0.27527 0.62676 0.00105 0.02324 -9.85 blue
-0.05733 -0.28258 0.61547 0.00130 0.02265 -9.85 blue
